subject,predicate,object
kwgl-ont:averageCoolingDegreeDaysPerMonthJun2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthMar2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthMar2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthMay2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthMay2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthNov2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthNov2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthOct2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthOct2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageCoolingDegreeDaysPerMonthSep2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageCoolingDegreeDaysPerMonthSep2021,rdfs:subPropertyOf,kwgl-ont:averageCoolingDegreeDaysPerMonth
kwgl-ont:averageHeatingDegreeDaysPerMonth,rdf:type,owl:DatatypeProperty
kwgl-ont:averageHeatingDegreeDaysPerMonthApr2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageHeatingDegreeDaysPerMonthApr2021,rdfs:subPropertyOf,kwgl-ont:averageHeatingDegreeDaysPerMonth
kwgl-ont:averageHeatingDegreeDaysPerMonthAug2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageHeatingDegreeDaysPerMonthAug2021,rdfs:subPropertyOf,kwgl-ont:averageHeatingDegreeDaysPerMonth
kwgl-ont:averageHeatingDegreeDaysPerMonthDec2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageHeatingDegreeDaysPerMonthDec2021,rdfs:subPropertyOf,kwgl-ont:averageHeatingDegreeDaysPerMonth
kwgl-ont:averageHeatingDegreeDaysPerMonthFeb2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageHeatingDegreeDaysPerMonthFeb2021,rdfs:subPropertyOf,kwgl-ont:averageHeatingDegreeDaysPerMonth
kwgl-ont:averageHeatingDegreeDaysPerMonthJan2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageHeatingDegreeDaysPerMonthJan2021,rdfs:subPropertyOf,kwgl-ont:averageHeatingDegreeDaysPerMonth
kwgl-ont:averageHeatingDegreeDaysPerMonthJul2021,rdf:type,owl:DatatypeProperty
kwgl-ont:averageHeatingDegreeDaysPerMonthJul2021,rdfs:subPropertyOf,kwgl-ont:averageHeatingDegreeDaysPerMonth
kwgl-ont:averageHeatingDegreeDaysPerMonthJun2021,rdf:type,owl:DatatypeProperty
